POS	ABBA	BABA	ABBB	BABB	other	no_data
826000	0	0	1	0	6629	3370
827000	0	0	1	0	6961	3038
828000	0	0	1	0	7186	2813
829000	0	0	1	0	7333	2666
830000	0	0	1	0	7007	2992
831000	0	0	2	0	6891	3107
832000	0	0	1	0	7368	2631
833000	0	0	1	0	7261	2738
834000	0	0	1	0	6920	3079
835000	0	0	1	0	6728	3271
836000	0	0	1	0	6642	3357
837000	0	0	1	0	6439	3560
838000	0	0	1	0	6057	3942
839000	0	0	1	0	6073	3926
840000	0	0	1	0	6293	3706
841000	0	0	0	0	6422	3578
842000	0	0	0	0	6450	3550
843000	0	0	0	0	6924	3076
844000	0	0	0	0	7371	2629
845000	0	0	0	0	7166	2834
846000	0	0	0	0	7229	2771
847000	0	0	0	0	6634	3366
848000	0	0	0	0	6649	3351
849000	0	0	0	0	6819	3181
850000	0	0	0	0	7195	2805
851000	0	0	0	0	6996	3004
852000	0	0	0	0	6387	3613
853000	0	1	0	0	6153	3846
854000	0	1	0	0	5917	4082
855000	0	1	0	0	5575	4424
856000	0	1	0	0	5465	4534
857000	0	1	0	0	5881	4118
858000	0	1	0	0	6282	3717
859000	0	1	0	0	6053	3946
860000	0	1	0	0	6181	3818
861000	0	1	0	0	6436	3563
862000	0	1	0	0	6702	3297
863000	0	0	0	0	6966	3034
864000	0	0	0	0	7021	2979
865000	0	0	0	0	7645	2355
866000	0	0	0	0	7770	2230
867000	0	0	0	0	7961	2039
868000	0	0	0	0	7763	2237
869000	0	0	0	0	7982	2018
870000	0	0	0	0	7519	2481
871000	0	0	0	0	7270	2730
872000	0	0	0	0	7509	2491
873000	0	0	0	0	7544	2456
874000	0	0	0	0	7799	2201
875000	0	0	0	0	7857	2143
876000	0	0	0	0	8012	1988
877000	0	0	0	0	7814	2186
878000	0	0	0	0	7637	2363
879000	0	0	0	0	7409	2591
880000	0	0	0	0	7668	2332
881000	0	0	0	0	7961	2039
882000	0	0	0	0	7941	2059
883000	0	0	0	0	7634	2366
884000	0	1	0	0	7513	2486
885000	0	1	0	0	7451	2548
886000	0	1	0	0	7431	2568
887000	0	1	0	0	7750	2249
888000	0	1	0	0	7668	2331
889000	0	1	0	0	7845	2154
890000	0	1	0	0	8113	1886
891000	0	1	0	0	7995	2004
892000	0	1	0	0	7980	2019
893000	0	1	0	0	8046	1953
894000	0	0	0	0	8230	1770
895000	0	0	0	0	8369	1631
896000	0	0	0	0	8462	1538
897000	0	0	0	0	8294	1706
898000	0	0	0	0	8225	1775
899000	0	0	0	0	8018	1982
900000	0	0	0	0	7796	2204
901000	0	0	0	0	7809	2191
902000	0	0	0	0	7900	2100
903000	0	0	0	0	7632	2368
904000	0	0	0	0	7599	2401
905000	0	0	0	0	7419	2581
906000	0	0	0	0	6659	3341
907000	0	0	0	0	6645	3355
908000	0	0	0	0	6420	3580
909000	0	0	0	0	6159	3841
910000	0	0	0	0	5712	4288
911000	0	0	0	0	5332	4668
912000	0	0	0	0	4815	5185
913000	0	1	0	0	5215	4784
914000	0	1	0	0	4964	5035
915000	0	1	0	0	4820	5179
916000	0	1	0	0	5268	4731
917000	0	1	0	0	5520	4479
918000	0	1	0	0	6220	3779
919000	0	1	0	0	6525	3474
920000	0	1	0	0	6576	3423
921000	0	1	0	0	6544	3455
922000	0	1	0	0	6971	3028
923000	0	0	0	0	6954	3046
924000	0	0	0	0	7067	2933
925000	0	0	0	0	7243	2757
926000	0	0	0	0	7372	2628
927000	0	0	0	0	6951	3049
928000	0	0	0	0	6776	3224
929000	0	0	0	0	6799	3201
930000	0	0	0	0	7347	2653
931000	0	0	0	0	7438	2562
932000	0	0	0	0	7047	2953
933000	0	0	0	0	7037	2963
934000	0	0	0	0	6932	3068
935000	0	0	0	0	6799	3201
936000	0	0	0	0	6818	3182
937000	0	0	0	0	6856	3144
938000	0	0	0	0	6846	3154
939000	0	0	0	0	6596	3404
940000	0	0	0	0	5982	4018
941000	0	0	0	0	6377	3623
942000	0	0	0	0	6730	3270
943000	0	0	0	0	6742	3258
944000	0	0	0	0	6967	3033
945000	0	0	0	0	6887	3113
946000	0	0	0	0	6586	3414
947000	0	0	0	0	6912	3088
948000	0	0	0	0	6768	3232
949000	0	0	0	0	6522	3478
950000	0	0	0	0	7159	2841
951000	0	0	0	0	7249	2751
952000	0	0	0	0	7078	2922
953000	0	0	0	0	6625	3375
954000	0	0	0	0	6126	3874
955000	0	0	0	0	6237	3763
956000	0	0	0	0	6652	3348
957000	0	0	1	0	6376	3623
958000	0	0	1	0	6549	3450
959000	0	0	1	0	6920	3079
960000	0	0	1	0	6603	3396
961000	0	0	1	0	6246	3753
962000	0	0	1	0	6213	3786
963000	0	0	1	0	6525	3474
964000	0	0	1	1	6519	3479
965000	0	0	1	1	6405	3593
966000	0	0	1	1	6487	3511
967000	0	0	0	3	6776	3221
968000	0	0	0	3	6685	3312
969000	0	0	0	3	6771	3226
970000	0	0	0	3	7048	2949
971000	0	0	0	3	7231	2766
972000	0	0	0	3	7151	2846
973000	0	0	0	3	7155	2842
974000	0	0	0	2	7776	2222
975000	0	0	0	2	8115	1883
976000	0	0	0	2	8005	1993
977000	0	0	0	0	7800	2200
978000	0	0	0	0	7977	2023
979000	0	0	0	0	7994	2006
980000	0	0	0	0	7559	2441
981000	0	0	0	0	7110	2890
982000	0	0	0	0	6769	3231
983000	0	0	0	0	6515	3485
984000	0	0	0	0	6169	3831
985000	0	0	0	0	6109	3891
986000	0	0	0	0	5404	4596
987000	0	0	0	0	5024	4976
988000	0	0	0	0	4683	5317
989000	0	0	0	0	4882	5118
990000	0	0	0	0	5377	4623
991000	0	0	0	0	5488	4512
992000	0	0	0	0	5771	4229
993000	0	0	0	0	6329	3671
994000	0	0	0	0	6406	3594
995000	0	0	0	0	6015	3985
996000	0	0	0	0	6682	3318
997000	0	0	0	0	7130	2870
998000	0	0	0	0	7388	2612
999000	0	0	0	0	6824	3176
1000000	0	0	0	0	6564	3436
1001000	0	0	0	0	6772	3228
1002000	0	0	0	0	7243	2757
1003000	0	0	0	1	6686	3313
1004000	0	0	0	1	6726	3273
1005000	0	0	0	1	6502	3497
1006000	0	0	0	1	5764	4235
1007000	0	0	0	1	5899	4100
1008000	0	0	2	1	5823	4174
1009000	0	0	2	1	5896	4101
1010000	0	0	2	1	5634	4363
1011000	0	0	2	1	5407	4590
1012000	0	0	2	1	5302	4695
1013000	0	0	2	0	5765	4233
1014000	0	0	2	0	5822	4176
1015000	0	0	2	0	6293	3705
1016000	0	0	2	0	6910	3088
1017000	0	0	2	0	6447	3551
1018000	0	0	0	0	6226	3774
1019000	0	0	0	0	6166	3834
1020000	0	0	0	0	5747	4253
1021000	0	0	0	0	5924	4076
1022000	0	0	0	0	5385	4615
1023000	0	0	0	0	5419	4581
1024000	0	0	0	0	5459	4541
1025000	0	0	0	0	5439	4561
1026000	0	1	0	0	5506	4493
1027000	0	1	0	0	5842	4157
1028000	0	1	0	0	6303	3696
1029000	0	1	0	1	6743	3255
1030000	0	1	0	1	6784	3214
1031000	0	1	0	1	7073	2925
1032000	0	1	1	1	7629	2368
1033000	0	1	1	2	7408	2588
1034000	0	1	1	2	6993	3003
1035000	0	1	1	2	6822	3174
1036000	0	0	1	2	6772	3225
1037000	0	0	1	2	6493	3504
1038000	0	0	1	2	6249	3748
1039000	0	0	1	1	6272	3726
1040000	0	0	1	1	6546	3452
1041000	0	0	1	1	6512	3486
1042000	0	0	0	1	6404	3595
1043000	0	0	0	0	6138	3862
1044000	0	0	0	0	6253	3747
1045000	0	0	0	0	6218	3782
1046000	0	0	0	0	6280	3720
1047000	0	0	0	0	6448	3552
1048000	0	0	0	0	6142	3858
1049000	0	0	0	0	5407	4593
1050000	0	0	0	0	5201	4799
1051000	0	0	0	0	4447	5553
1052000	0	0	0	0	4610	5390
1053000	0	0	0	0	5090	4910
1054000	0	0	0	0	5024	4976
1055000	0	0	0	0	5242	4758
1056000	0	0	0	0	5014	4986
1057000	0	0	0	0	5186	4814
1058000	0	0	0	0	5624	4376
1059000	0	0	0	0	6478	3522
1060000	0	0	0	0	7304	2696
1061000	0	0	0	0	7761	2239
1062000	0	0	0	0	7382	2618
1063000	0	0	0	0	7316	2684
1064000	0	0	0	0	7629	2371
1065000	0	0	0	0	7662	2338
1066000	0	0	0	0	7545	2455
1067000	0	0	0	0	7511	2489
1068000	0	0	0	0	7590	2410
1069000	0	0	0	0	7301	2699
1070000	0	0	0	0	7286	2714
1071000	0	0	0	0	7162	2838
1072000	0	0	0	0	7377	2623
1073000	0	0	0	0	6826	3174
1074000	0	0	0	0	6379	3621
1075000	0	0	0	0	6023	3977
1076000	0	0	0	0	6489	3511
1077000	0	0	0	0	6550	3450
1078000	0	0	0	0	6505	3495
1079000	0	0	0	0	6453	3547
1080000	0	0	0	0	5989	4011
1081000	0	0	0	0	5970	4030
1082000	0	0	0	0	6182	3818
1083000	0	0	0	0	6593	3407
1084000	0	0	0	0	6998	3002
1085000	0	0	0	0	7575	2425
1086000	0	0	0	0	7210	2790
1087000	0	0	0	0	6634	3366
1088000	0	0	0	0	6355	3645
1089000	0	0	0	0	6536	3464
1090000	0	0	0	0	6722	3278
1091000	0	0	0	0	7212	2788
1092000	0	0	0	0	6832	3168
1093000	0	0	0	0	7061	2939
1094000	0	0	0	0	7064	2936
1095000	0	0	0	0	6976	3024
1096000	0	0	0	0	7380	2620
1097000	0	0	0	0	7887	2113
1098000	0	0	0	0	8155	1845
1099000	0	0	0	0	8225	1775
1100000	0	0	0	0	8296	1704
1101000	0	0	0	0	8246	1754
1102000	0	0	0	0	8631	1369
1103000	0	0	0	0	8664	1336
1104000	0	0	0	0	8895	1105
1105000	0	0	0	0	8991	1009
1106000	0	0	0	0	8917	1083
1107000	0	0	0	0	8589	1411
1108000	0	0	0	0	7883	2117
1109000	0	0	0	0	7637	2363
1110000	0	0	0	0	7835	2165
1111000	0	0	0	0	7399	2601
1112000	0	0	0	0	6807	3193
1113000	0	0	0	0	6620	3380
1114000	0	0	0	0	6297	3703
1115000	0	0	0	0	6022	3978
1116000	0	0	0	0	5916	4084
1117000	0	0	0	0	5990	4010
1118000	0	0	0	0	6569	3431
1119000	0	0	0	0	6083	3917
1120000	0	0	0	0	5303	4697
1121000	0	0	0	0	5758	4242
1122000	0	0	0	0	6085	3915
1123000	0	0	0	0	5828	4172
1124000	0	0	0	0	5288	4712
1125000	0	0	0	0	4902	5098
1126000	0	0	0	0	4152	5848
1127000	0	0	0	0	4000	6000
1128000	0	0	0	0	3877	6123
1129000	0	0	0	0	4326	5674
1130000	0	0	0	0	4689	5311
1131000	0	0	0	0	4131	5869
1132000	0	0	0	0	4201	5799
1133000	0	0	0	0	4436	5564
1134000	0	0	0	0	4451	5549
1135000	0	0	0	0	4425	5575
1136000	0	0	0	0	5116	4884
1137000	0	0	0	0	5576	4424
1138000	0	0	0	0	5470	4530
1139000	0	0	0	0	5168	4832
1140000	0	0	1	0	5238	4761
1141000	0	0	1	0	5419	4580
1142000	0	0	1	0	5081	4918
1143000	0	0	1	0	4674	5325
1144000	0	0	1	0	5008	4991
1145000	0	0	1	0	5054	4945
1146000	0	0	1	0	4792	5207
1147000	0	0	2	0	4138	5860
1148000	0	0	2	0	4219	5779
1149000	0	0	2	0	4505	5493
1150000	0	0	1	0	4496	5503
1151000	0	0	1	0	4658	5341
1152000	0	0	1	0	4578	5421
1153000	0	0	1	0	4548	5451
1154000	0	0	1	0	4708	5291
1155000	0	0	1	0	5117	4882
1156000	0	0	1	0	4900	5099
1157000	0	0	0	0	4690	5310
1158000	0	0	0	0	4171	5829
1159000	0	0	0	0	4154	5846
1160000	0	0	0	0	4176	5824
1161000	0	0	0	0	3708	6292
1162000	0	0	0	0	3901	6099
1163000	0	0	0	0	4023	5977
1164000	0	0	0	0	3642	6358
1165000	0	0	0	0	3469	6531
1166000	0	0	0	0	3751	6249
1167000	0	0	0	0	4699	5301
1168000	0	0	0	0	5094	4906
1169000	0	0	0	0	5426	4574
1170000	0	0	0	0	5646	4354
1171000	0	0	0	0	6355	3645
1172000	0	0	0	0	6211	3789
1173000	0	0	0	0	6510	3490
1174000	0	0	0	0	7070	2930
1175000	0	0	0	0	7382	2618
1176000	0	0	0	0	7835	2165
1177000	0	0	0	0	7427	2573
1178000	0	0	0	0	7993	2007
1179000	0	0	0	0	7710	2290
1180000	0	0	0	0	7780	2220
1181000	0	0	0	1	7530	2469
1182000	0	0	0	1	7643	2356
1183000	0	0	0	1	6940	3059
1184000	0	0	0	1	6878	3121
1185000	0	0	0	1	6781	3218
1186000	0	0	0	1	6359	3640
1187000	0	0	0	1	6265	3734
1188000	0	0	0	1	5530	4469
1189000	0	0	0	1	5905	4094
1190000	0	0	0	1	5906	4093
1191000	0	0	0	0	5988	4012
1192000	0	0	0	0	6000	4000
1193000	0	0	0	0	6496	3504
1194000	0	0	0	0	6709	3291
1195000	0	0	0	0	6753	3247
1196000	0	0	0	0	6971	3029
1197000	0	0	0	0	7338	2662
1198000	0	0	0	0	8008	1992
1199000	0	0	0	1	7833	2166
1200000	0	0	0	1	7811	2188
1201000	0	0	0	1	7899	2100
1202000	0	0	0	1	8159	1840
1203000	0	0	0	1	8237	1762
1204000	0	0	0	1	8229	1770
1205000	0	0	0	1	8284	1715
1206000	0	0	0	1	8431	1568
1207000	0	0	0	1	8378	1621
1208000	0	0	0	1	8346	1653
1209000	0	0	0	0	8480	1520
1210000	0	0	0	0	8335	1665
1211000	0	0	0	0	8038	1962
1212000	0	0	0	0	7785	2215
1213000	0	0	0	0	7203	2797
1214000	0	0	0	0	6256	3744
1215000	0	0	0	0	5914	4086
1216000	0	0	0	0	5942	4058
1217000	0	0	0	0	5742	4258
1218000	0	0	0	0	5680	4320
1219000	0	0	0	0	5580	4420
1220000	0	0	0	0	5493	4507
1221000	0	0	0	0	5421	4579
1222000	0	0	0	0	5743	4257
1223000	0	0	0	0	6348	3652
1224000	0	0	0	0	7181	2819
1225000	0	0	0	0	7582	2418
1226000	0	0	0	0	7390	2610
1227000	0	0	0	1	7393	2606
1228000	0	0	0	1	7538	2461
1229000	0	0	0	1	7594	2405
1230000	0	0	0	1	7833	2166
1231000	0	0	0	1	8212	1787
1232000	0	0	0	1	7810	2189
1233000	0	0	0	1	8062	1937
1234000	0	0	0	1	7988	2011
1235000	0	0	0	1	7515	2484
1236000	0	0	0	1	7214	2785
1237000	0	0	0	0	7494	2506
1238000	0	0	0	0	7448	2552
1239000	0	0	0	0	7354	2646
1240000	0	0	0	0	7108	2892
1241000	0	0	0	0	6232	3768
1242000	0	0	0	0	5797	4203
1243000	0	0	0	0	4964	5036
1244000	0	0	0	0	5010	4990
1245000	0	0	0	0	5326	4674
1246000	0	0	0	0	5290	4710
1247000	0	0	0	0	5290	4710
1248000	0	0	0	0	4922	5078
1249000	0	0	0	0	4826	5174
1250000	0	0	0	0	5011	4989
1251000	0	0	0	0	5016	4984
1252000	0	0	0	0	5780	4220
1253000	0	0	0	0	6412	3588
1254000	0	0	0	0	6341	3659
1255000	0	0	2	0	6052	3946
1256000	0	0	2	0	6481	3517
1257000	0	0	2	0	6590	3408
1258000	0	0	2	0	6757	3241
1259000	0	0	2	0	6875	3123
1260000	0	0	2	0	6988	3010
1261000	0	0	2	0	7670	2328
1262000	0	0	2	0	7692	2306
1263000	0	0	2	0	7804	2194
1264000	0	0	2	0	7864	2134
1265000	0	0	0	0	7978	2022
1266000	0	0	1	0	7943	2056
1267000	0	0	1	0	6958	3041
1268000	0	0	1	0	6404	3595
1269000	0	0	1	0	5957	4042
1270000	0	0	1	0	5698	4301
1271000	0	0	1	0	5633	4366
1272000	0	0	1	0	5627	4372
1273000	0	0	1	0	5605	4394
1274000	0	0	1	0	5677	4322
1275000	0	0	1	0	5661	4338
1276000	0	0	0	0	5269	4731
1277000	0	0	0	0	5990	4010
1278000	0	0	0	0	6025	3975
1279000	0	0	0	0	6308	3692
1280000	0	0	0	0	6385	3615
1281000	0	0	1	0	6535	3464
1282000	0	0	1	0	6623	3376
1283000	0	0	1	0	6764	3235
1284000	0	0	1	0	6515	3484
1285000	0	0	1	0	6480	3519
1286000	0	0	1	0	6816	3183
1287000	0	0	1	0	7046	2953
1288000	0	0	1	0	7613	2386
1289000	0	0	1	0	7695	2304
1290000	0	0	1	0	7710	2289
1291000	0	0	0	0	7092	2908
1292000	0	0	0	0	6894	3106
1293000	0	0	0	0	6878	3122
1294000	0	0	0	0	6603	3397
1295000	0	0	0	0	6805	3195
1296000	0	0	0	0	6611	3389
1297000	0	0	0	0	6387	3613
1298000	0	0	0	0	5897	4103
1299000	0	0	0	0	5137	4863
1300000	0	0	0	1	5201	4798
1301000	0	0	0	1	5812	4187
1302000	0	0	0	1	5708	4291
1303000	0	0	0	1	5220	4779
1304000	0	0	0	1	5459	4540
1305000	0	0	0	1	5209	4790
1306000	0	0	0	1	5199	4800
1307000	0	0	0	1	4790	5209
1308000	0	0	0	1	5198	4801
1309000	0	0	0	1	6146	3853
1310000	0	0	1	0	6006	3993
1311000	0	0	1	0	6100	3899
1312000	0	0	1	0	6289	3710
1313000	0	0	1	0	6023	3976
1314000	0	0	1	0	6321	3678
1315000	0	0	1	0	6531	3468
1316000	0	0	1	2	6501	3496
1317000	0	0	1	2	6704	3293
1318000	0	0	1	2	6672	3325
1319000	0	0	1	2	5961	4036
1320000	0	0	0	2	5286	4712
1321000	0	0	0	2	4965	5033
1322000	0	0	0	2	5011	4987
1323000	0	0	0	2	5796	4202
1324000	0	0	0	2	5637	4361
1325000	0	0	0	3	5820	4177
1326000	0	0	0	1	6291	3708
1327000	0	0	0	1	6698	3301
1328000	0	0	0	1	6968	3031
1329000	0	0	0	1	7626	2373
1330000	0	0	1	2	8349	1648
1331000	0	0	2	2	8595	1401
1332000	0	0	2	2	8402	1594
1333000	0	0	2	2	8481	1515
1334000	0	0	2	2	8157	1839
1335000	0	0	2	1	8068	1929
1336000	0	0	2	1	7793	2204
1337000	0	0	2	1	7604	2393
1338000	0	0	2	1	7360	2637
1339000	0	0	2	1	6991	3006
1340000	0	0	1	0	7171	2828
1341000	0	0	0	0	7272	2728
1342000	0	0	0	0	7570	2430
1343000	0	0	0	0	7078	2922
1344000	0	0	0	0	7377	2623
1345000	0	0	0	0	6566	3434
1346000	0	0	0	0	5841	4159
1347000	0	0	0	0	5186	4814
1348000	0	0	0	0	5035	4965
1349000	0	0	0	0	5200	4800
1350000	0	0	0	0	4905	5095
1351000	0	0	0	0	4039	5961
1352000	0	0	0	0	3133	6867
1353000	0	0	0	0	2643	7357
1354000	0	0	0	0	2660	7340
1355000	0	0	0	0	3342	6658
1356000	0	0	0	0	4120	5880
1357000	0	0	0	0	4832	5168
1358000	0	0	0	0	4994	5006
1359000	0	0	0	0	5285	4715
1360000	0	0	0	0	5673	4327
1361000	0	0	0	0	6635	3365
1362000	0	0	0	0	7635	2365
1363000	0	0	0	0	8624	1376
1364000	0	0	0	0	8897	1103
1365000	0	0	0	0	8406	1594
1366000	0	0	0	0	8098	1902
1367000	0	0	0	0	8195	1805
1368000	0	0	0	0	8449	1551
1369000	0	0	0	0	8185	1815
1370000	0	0	0	0	7682	2318
1371000	0	0	0	0	7501	2499
1372000	0	0	0	0	7048	2952
1373000	0	0	0	0	6522	3478
1374000	0	0	0	0	6373	3627
1375000	0	0	0	0	6533	3467
1376000	0	0	0	0	6693	3307
1377000	0	0	0	0	6568	3432
1378000	0	0	0	0	6218	3782
1379000	0	0	0	0	5860	4140
1380000	0	0	0	0	6056	3944
1381000	0	0	0	0	5891	4109
1382000	0	0	0	0	5823	4177
1383000	0	0	0	0	6286	3714
1384000	0	0	0	0	5971	4029
1385000	0	0	0	0	6302	3698
1386000	0	0	0	0	6461	3539
1387000	0	0	0	0	6052	3948
1388000	0	0	0	0	5450	4550
1389000	0	0	0	0	6001	3999
1390000	0	0	0	0	5955	4045
1391000	0	0	0	0	6118	3882
1392000	0	0	0	0	6029	3971
1393000	0	0	0	0	5478	4522
1394000	0	0	0	0	5469	4531
1395000	0	0	0	0	4893	5107
1396000	0	0	0	0	4414	5586
1397000	0	0	0	0	4585	5415
1398000	0	0	0	0	5566	4434
1399000	0	0	0	0	5607	4393
1400000	0	0	0	0	5893	4107
1401000	0	0	0	0	6029	3971
1402000	0	0	0	0	6629	3371
1403000	0	0	0	0	7071	2929
1404000	0	0	0	0	7489	2511
1405000	0	0	0	0	8154	1846
1406000	0	0	0	0	8075	1925
1407000	0	0	0	0	7943	2057
1408000	0	0	0	0	7882	2118
1409000	0	0	0	0	7657	2343
1410000	0	0	0	0	7653	2347
1411000	0	0	0	0	7603	2397
1412000	0	0	0	0	7456	2544
1413000	0	0	0	0	7396	2604
1414000	0	0	0	0	7035	2965
1415000	0	0	0	0	7064	2936
1416000	0	0	0	0	7625	2375
1417000	0	0	0	0	8030	1970
1418000	0	0	0	0	8034	1966
1419000	0	0	0	0	8230	1770
1420000	0	0	0	0	7924	2076
1421000	0	0	0	0	7642	2358
1422000	0	0	0	0	7330	2670
1423000	0	0	0	0	7370	2630
1424000	0	0	0	0	7725	2275
1425000	0	0	0	0	7859	2141
1426000	0	0	0	0	7887	2113
1427000	0	0	0	0	7122	2878
1428000	0	0	0	0	6192	3808
1429000	0	0	0	0	5989	4011
1430000	0	0	0	0	6231	3769
1431000	0	0	0	0	6533	3467
1432000	0	0	0	0	6985	3015
1433000	0	0	0	0	7120	2880
1434000	0	0	0	0	7142	2858
1435000	0	0	0	0	6439	3561
1436000	0	0	0	0	6368	3632
1437000	0	0	0	0	7216	2784
1438000	0	0	0	0	8155	1845
1439000	0	0	0	0	8286	1714
1440000	0	0	0	0	8267	1733
1441000	0	0	0	0	8318	1682
1442000	0	0	0	0	8279	1721
1443000	0	0	0	0	7990	2010
1444000	0	0	0	0	7043	2957
1445000	0	0	0	0	7462	2538
1446000	0	0	0	0	7324	2676
1447000	0	0	0	0	7062	2938
1448000	0	0	0	0	6900	3100
1449000	0	0	0	0	6614	3386
1450000	0	0	0	0	6582	3418
1451000	0	0	0	0	6289	3711
1452000	0	0	0	0	5902	4098
1453000	0	0	0	0	5485	4515
1454000	0	0	0	0	6445	3555
1455000	0	0	0	0	6638	3362
1456000	0	0	0	0	6564	3436
1457000	0	0	0	0	6843	3157
1458000	0	0	0	0	6934	3066
1459000	0	0	0	0	7303	2697
1460000	0	0	0	0	7460	2540
1461000	0	0	0	0	7715	2285
1462000	0	0	0	0	7811	2189
1463000	0	0	0	0	8096	1904
1464000	0	0	0	0	7836	2164
1465000	0	0	0	0	7915	2085
1466000	0	0	0	0	7685	2315
1467000	0	0	0	0	7512	2488
1468000	0	0	0	0	7347	2653
1469000	0	0	0	0	7023	2977
1470000	0	0	0	0	6827	3173
1471000	0	0	0	0	6730	3270
1472000	0	0	0	0	6666	3334
1473000	0	0	0	0	6934	3066
1474000	0	0	0	0	7214	2786
1475000	0	0	0	0	6997	3003
1476000	0	0	0	0	7487	2513
1477000	0	0	0	0	7141	2859
1478000	0	0	0	0	7223	2777
1479000	0	0	0	0	7372	2628
1480000	0	0	0	0	7287	2713
1481000	0	0	0	0	7305	2695
1482000	0	0	0	0	7338	2662
1483000	0	0	0	0	7057	2943
1484000	0	0	0	0	6821	3179
1485000	0	0	0	0	6928	3072
1486000	0	0	0	0	6858	3142
1487000	0	0	0	0	7111	2889
1488000	0	0	0	0	6525	3475
1489000	0	0	0	0	6299	3701
1490000	0	0	0	0	5613	4387
1491000	0	0	0	0	4984	5016
1492000	0	0	0	0	4853	5147
1493000	0	0	0	0	4542	5458
1494000	0	0	0	0	4576	5424
1495000	0	0	0	0	4562	5438
1496000	0	0	0	0	4775	5225
1497000	0	0	0	1	4923	5076
1498000	0	0	0	1	5661	4338
1499000	0	0	0	1	5663	4336
1500000	0	0	0	1	6119	3880
1501000	0	0	0	1	6615	3384
1502000	0	0	0	1	7018	2981
1503000	0	0	0	1	7730	2269
1504000	0	0	0	1	7140	2859
1505000	0	0	0	1	6342	3657
1506000	0	0	0	1	5402	4597
1507000	0	0	0	0	5377	4623
1508000	0	0	0	0	4964	5036
1509000	0	0	0	0	5382	4618
1510000	0	0	0	0	5882	4118
1511000	0	0	0	0	5626	4374
1512000	0	0	0	0	5164	4836
1513000	0	0	0	1	4884	5115
1514000	0	0	0	1	5125	4874
1515000	0	0	0	1	5278	4721
1516000	0	0	0	1	5782	4217
1517000	0	0	0	1	5966	4033
1518000	0	0	0	1	6122	3877
1519000	0	0	0	1	5517	4482
1520000	0	0	0	1	5247	4752
1521000	0	0	0	1	5406	4593
1522000	0	0	0	1	5822	4177
1523000	0	0	0	0	6013	3987
1524000	0	0	0	0	6314	3686
1525000	0	0	0	0	6777	3223
1526000	0	0	0	0	7080	2920
1527000	0	0	0	0	6547	3453
1528000	0	0	0	0	6506	3494
1529000	0	0	0	0	6545	3455
1530000	0	0	0	0	6650	3350
1531000	0	0	0	0	6695	3305
1532000	0	0	0	0	6323	3677
1533000	0	0	0	0	5513	4487
1534000	0	0	0	0	5032	4968
1535000	0	0	0	0	4941	5059
1536000	0	0	0	0	5134	4866
1537000	0	0	0	0	5720	4280
1538000	0	0	0	0	5693	4307
1539000	0	0	0	0	5657	4343
1540000	0	0	0	0	5316	4684
1541000	0	0	0	0	5074	4926
1542000	0	0	0	0	4808	5192
1543000	0	0	0	0	5663	4337
1544000	0	0	0	0	6413	3587
1545000	0	0	0	0	6601	3399
1546000	0	0	0	0	6078	3922
1547000	0	0	0	0	5467	4533
1548000	0	0	0	0	5218	4782
1549000	0	0	0	0	5209	4791
1550000	0	0	0	0	5210	4790
1551000	0	0	0	0	5420	4580
1552000	0	0	0	0	5442	4558
1553000	0	0	0	1	4796	5203
1554000	0	0	0	1	3947	6052
1555000	0	0	0	1	3770	6229
1556000	0	0	0	1	4115	5884
1557000	0	0	0	1	4154	5845
1558000	0	0	0	1	4727	5272
1559000	0	0	0	1	5294	4705
1560000	0	0	0	1	5725	4274
1561000	0	0	0	1	5986	4013
1562000	0	0	0	1	6436	3563
1563000	0	0	0	0	6859	3141
1564000	0	0	0	0	7507	2493
1565000	0	0	0	0	7708	2292
1566000	0	0	0	0	7413	2587
1567000	0	0	0	0	7952	2048
1568000	0	0	0	0	8016	1984
1569000	0	0	0	0	8107	1893
1570000	0	0	0	0	7518	2482
1571000	0	0	0	0	7352	2648
1572000	0	0	0	0	7384	2616
1573000	0	0	0	0	7118	2882
1574000	0	0	0	0	6393	3607
1575000	0	0	0	0	5656	4344
1576000	0	0	0	0	5140	4860
1577000	0	0	0	0	4444	5556
1578000	0	0	0	0	4422	5578
1579000	0	0	0	0	4331	5669
1580000	0	0	0	0	4973	5027
1581000	0	0	0	0	5220	4780
1582000	0	0	0	0	5228	4772
1583000	0	0	0	0	5726	4274
1584000	0	0	0	0	6512	3488
1585000	0	0	0	0	7005	2995
1586000	0	0	0	0	7846	2154
1587000	0	0	0	0	8575	1425
1588000	0	0	0	0	8500	1500
1589000	0	0	0	0	8421	1579
1590000	0	0	0	0	8412	1588
1591000	0	0	0	0	8277	1723
1592000	0	0	0	0	7780	2220
1593000	0	0	0	0	6916	3084
1594000	0	0	0	0	6357	3643
1595000	0	0	0	0	6370	3630
1596000	0	0	0	0	6233	3767
1597000	0	0	0	0	6227	3773
1598000	0	0	0	0	6168	3832
1599000	0	0	0	0	6336	3664
1600000	0	0	0	0	6385	3615
1601000	0	0	0	0	6367	3633
1602000	0	0	0	0	6959	3041
1603000	0	0	0	0	7706	2294
1604000	0	0	0	0	8301	1699
1605000	0	0	0	0	8331	1669
1606000	0	0	0	0	8607	1393
1607000	0	0	0	0	8349	1651
1608000	0	0	0	0	8068	1932
1609000	0	0	0	0	7528	2472
1610000	0	0	0	0	7270	2730
